ID,year,loan_limit,Gender,approv_in_adv,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
25026,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,256500,4.5,0.4361,295,360,not_neg,not_int,not_lpsm,1308000,home,1U,11760,CIB,787,EXP,45-54,19.61009174,North,direct,0,42
25027,2019,ncf,Male,nopre,p3,l1,nopc,nob/c,1376500,,,,360,not_neg,not_int,not_lpsm,1708000,home,1U,54300,EXP,572,CIB,55-64,80.59133489,North,direct,1,10
25028,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,376500,3.875,0.017,0,360,not_neg,not_int,not_lpsm,608000,home,1U,4680,CIB,755,CIB,35-44,61.92434211,south,direct,0,41
25029,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,296500,4.375,0.4093,3709.03,360,not_neg,not_int,not_lpsm,438000,home,1U,4140,CRIF,670,EXP,65-74,67.69406393,North,direct,0,44
25030,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,566500,,,,360,neg_amm,not_int,not_lpsm,,home,1U,8580,EQUI,760,EXP,45-54,,North,direct,1,
25031,2019,cf,Joint,pre,p1,l1,nopc,nob/c,416500,3.875,-0.0958,7530.66,360,not_neg,not_int,not_lpsm,858000,home,1U,10020,CIB,578,EXP,35-44,48.54312354,south,direct,0,24
25032,2019,cf,Female,nopre,p4,l2,nopc,nob/c,476500,4.125,-0.113,0,360,not_neg,not_int,not_lpsm,808000,home,1U,9000,CIB,648,CIB,45-54,58.97277228,North,direct,0,38
25033,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,686500,,,,360,not_neg,not_int,not_lpsm,,home,1U,0,EQUI,836,EXP,45-54,,south,direct,1,
25034,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,556500,,,,240,neg_amm,not_int,not_lpsm,,home,2U,25680,EQUI,900,EXP,45-54,,south,direct,1,
25035,2019,cf,Female,nopre,p3,l1,nopc,nob/c,266500,4.875,0.479,0,360,not_neg,not_int,not_lpsm,568000,home,1U,8580,CIB,777,EXP,55-64,46.91901408,North,direct,0,39
25036,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,406500,3.75,0.3313,9618.75,360,not_neg,not_int,not_lpsm,458000,home,1U,7080,EXP,765,EXP,35-44,88.75545852,North,direct,0,36
25037,2019,cf,Male,nopre,p4,l1,nopc,nob/c,256500,2.875,-0.6287,2476.72,360,not_neg,not_int,not_lpsm,758000,home,1U,,CRIF,534,CIB,65-74,33.83905013,North,direct,0,
25038,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,236500,5.125,0.6871,0,360,not_neg,not_int,not_lpsm,238000,home,1U,4920,CIB,667,EXP,65-74,99.3697479,central,direct,0,36
25039,2019,cf,Male,nopre,p3,l1,nopc,b/c,656500,,,,360,not_neg,not_int,not_lpsm,,home,1U,8640,EQUI,880,EXP,35-44,,North,direct,1,
25040,2019,cf,Male,nopre,p3,l1,nopc,nob/c,156500,4.625,1.0547,4115,360,not_neg,not_int,not_lpsm,258000,home,1U,3960,CIB,820,CIB,45-54,60.65891473,south,direct,0,31
25041,2019,ncf,Male,pre,p1,l1,nopc,nob/c,406500,4,-0.043,6500,360,not_neg,not_int,not_lpsm,478000,home,1U,3600,EXP,568,CIB,25-34,85.041841,North,direct,0,49
25042,2019,cf,Female,nopre,p3,l2,nopc,nob/c,476500,4.875,1.3139,5284.38,360,not_neg,not_int,not_lpsm,638000,home,1U,6180,EXP,805,EXP,>74,74.68652038,south,direct,0,48
25043,2019,cf,Male,nopre,p4,l1,nopc,nob/c,676500,3.99,-0.297,995,360,not_neg,not_int,not_lpsm,1208000,home,1U,10080,CRIF,590,CIB,55-64,56.00165563,south,direct,0,35
25044,2019,cf,Male,nopre,p4,l1,nopc,b/c,206500,3.375,0.3492,0,360,not_neg,not_int,not_lpsm,238000,home,1U,,EXP,892,CIB,35-44,86.76470588,North,direct,0,
25045,2019,,Sex Not Available,nopre,p3,l1,nopc,b/c,126500,3.99,1.8342,,240,not_neg,not_int,not_lpsm,188000,home,1U,2520,CRIF,540,CIB,55-64,67.28723404,North,direct,0,40
25046,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,366500,4.56,0.5541,5060,360,not_neg,not_int,not_lpsm,468000,home,1U,10200,CIB,869,EXP,55-64,78.31196581,North,direct,0,32
25047,2019,cf,Male,nopre,p4,l1,nopc,nob/c,156500,,,,180,not_neg,not_int,not_lpsm,208000,home,1U,2520,CIB,737,CIB,>74,75.24038462,North,direct,1,59
25048,2019,cf,Male,nopre,p3,l1,nopc,nob/c,276500,3.99,0.3337,3149.5,360,not_neg,not_int,not_lpsm,648000,home,1U,7980,CIB,831,CIB,65-74,42.66975309,North,direct,0,49
25049,2019,cf,Joint,nopre,p1,l1,nopc,b/c,636500,,,,360,not_neg,not_int,not_lpsm,668000,home,1U,11640,CIB,671,EXP,45-54,95.28443114,North,direct,1,57
25050,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,486500,3.625,0.0403,0,360,not_neg,not_int,not_lpsm,908000,home,1U,13560,CRIF,608,CIB,65-74,53.57929515,south,direct,0,26
25051,2019,cf,Male,nopre,p4,l1,nopc,nob/c,266500,3.125,-0.6033,1560.45,360,not_neg,not_int,not_lpsm,288000,home,1U,,CRIF,803,CIB,65-74,92.53472222,North,direct,0,
25052,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,356500,3.625,-0.1012,2421,360,not_neg,not_int,not_lpsm,588000,home,1U,4800,CRIF,795,EXP,65-74,60.6292517,North,direct,0,42
25053,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,396500,3.625,0.0897,4663.95,360,not_neg,not_int,not_lpsm,538000,home,1U,26100,EXP,642,EXP,55-64,73.69888476,North,direct,0,9
25054,2019,cf,Male,nopre,p4,l1,nopc,nob/c,486500,3.375,-0.1318,169.53,360,not_neg,not_int,not_lpsm,618000,home,1U,9000,EXP,674,CIB,35-44,78.72168285,south,direct,0,30
25055,2019,cf,Female,nopre,p4,l1,nopc,nob/c,716500,3.99,0.4348,14702,360,not_neg,not_int,lpsm,1138000,home,1U,14220,CRIF,804,EXP,>74,62.96133568,south,direct,0,42
25056,2019,cf,Female,nopre,p3,l1,nopc,nob/c,596500,4.125,0.724,,360,not_neg,not_int,not_lpsm,798000,home,1U,10800,EXP,788,EXP,45-54,74.74937343,central,direct,0,41
25057,2019,cf,Male,nopre,p1,l1,nopc,nob/c,636500,4.125,0.048,3520.2,360,not_neg,not_int,not_lpsm,798000,home,1U,19620,CIB,737,CIB,45-54,79.76190476,North,direct,0,10
25058,2019,cf,Male,nopre,p4,l1,nopc,b/c,116500,,,,360,not_neg,not_int,not_lpsm,118000,home,1U,2640,CIB,781,CIB,45-54,98.72881356,south,direct,1,44
25059,2019,cf,Male,nopre,p1,l1,nopc,nob/c,376500,3.75,0.4232,6536.25,360,not_neg,not_int,not_lpsm,418000,home,1U,11880,CIB,545,CIB,45-54,90.07177033,North,direct,0,36
25060,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,356500,4.375,0.7168,3368.75,240,not_neg,not_int,not_lpsm,658000,home,1U,6660,CRIF,796,EXP,65-74,54.17933131,North,direct,0,40
25061,2019,cf,Female,pre,p4,l1,nopc,b/c,86500,,,,360,not_neg,not_int,not_lpsm,88000,home,1U,3240,EXP,660,CIB,45-54,98.29545455,central,direct,1,50
25062,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,226500,3.5,0.0677,6549.46,324,not_neg,not_int,not_lpsm,288000,home,1U,3360,CIB,850,CIB,25-34,78.64583333,south,direct,0,42
25063,2019,cf,Female,nopre,p2,l2,nopc,b/c,66500,4.125,1.1254,1772.02,360,not_neg,not_int,not_lpsm,198000,home,1U,840,CRIF,851,CIB,35-44,33.58585859,central,direct,0,48
25064,2019,cf,Sex Not Available,nopre,p1,l1,nopc,nob/c,556500,4.5,0.6439,935,360,not_neg,not_int,not_lpsm,628000,home,1U,7020,CRIF,794,EXP,55-64,88.61464968,south,direct,0,48
25065,2019,cf,Female,nopre,p4,l1,nopc,b/c,376500,,,,360,neg_amm,not_int,not_lpsm,378000,home,1U,,EXP,866,EXP,35-44,99.6031746,south,direct,1,
25066,2019,cf,Sex Not Available,nopre,p1,l1,nopc,b/c,106500,,,,360,neg_amm,not_int,not_lpsm,118000,home,1U,1500,CIB,777,CIB,45-54,90.25423729,south,direct,1,31
25067,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,316500,4.5,0.012,0,360,neg_amm,not_int,not_lpsm,428000,home,1U,9180,CRIF,780,EXP,45-54,73.94859813,North,direct,0,32
25068,2019,cf,Female,pre,p3,l1,nopc,b/c,116500,3.625,0.8732,3718.63,360,not_neg,not_int,not_lpsm,138000,home,1U,3960,EXP,611,CIB,45-54,84.42028986,south,direct,0,59
25069,2019,cf,Female,pre,p2,l1,nopc,nob/c,86500,3.7,-0.0746,415,360,not_neg,not_int,not_lpsm,308000,home,1U,4440,EXP,584,EXP,65-74,28.08441558,North,direct,0,21
25070,2019,cf,Joint,nopre,p1,l1,nopc,nob/c,326500,4.25,0.2517,0,360,not_neg,not_int,not_lpsm,318000,home,1U,6480,CRIF,621,EXP,25-34,102.672956,south,direct,0,28
25071,2019,cf,Male,nopre,p4,l1,nopc,nob/c,176500,4.5,0.9662,2665.52,360,not_neg,not_int,not_lpsm,218000,home,1U,4140,EXP,660,CIB,<25,80.96330275,North,direct,0,36
25072,2019,,Sex Not Available,nopre,p1,l1,nopc,b/c,156500,,,,360,not_neg,not_int,not_lpsm,158000,home,1U,1860,CRIF,862,CIB,45-54,99.05063291,south,direct,1,45
25073,2019,cf,Sex Not Available,nopre,p3,l1,nopc,b/c,346500,3.99,1.1306,6935.77,360,neg_amm,not_int,not_lpsm,418000,home,1U,8280,CRIF,829,EXP,45-54,82.89473684,south,direct,0,33
25074,2019,cf,Male,nopre,p4,l1,nopc,nob/c,616500,2.99,-0.2418,1958.1,180,not_neg,not_int,not_lpsm,828000,home,1U,9900,CIB,848,CIB,25-34,74.45652174,south,direct,0,38
25075,2019,cf,Sex Not Available,pre,p1,l1,nopc,nob/c,456500,,,,180,not_neg,not_int,not_lpsm,578000,home,1U,78120,CIB,775,CIB,55-64,78.97923875,south,direct,1,19
25076,2019,cf,Male,nopre,p3,l1,nopc,b/c,96500,4.625,0.8361,2054.53,360,not_neg,not_int,not_lpsm,138000,home,1U,3180,CIB,812,EXP,55-64,69.92753623,North,direct,0,46
25077,2019,cf,Male,nopre,p4,l1,nopc,nob/c,256500,3.75,0.144,5220.49,360,not_neg,not_int,not_lpsm,398000,home,1U,3540,CIB,733,CIB,25-34,64.44723618,North,direct,0,44
25078,2019,cf,Male,pre,p1,l1,nopc,b/c,146500,4.125,1.7615,2920.33,360,not_neg,not_int,not_lpsm,158000,home,1U,3120,CIB,700,CIB,25-34,92.72151899,North,direct,0,40
25079,2019,cf,Sex Not Available,nopre,p3,l1,nopc,nob/c,316500,4.5,0.1427,7035.03,360,neg_amm,not_int,not_lpsm,468000,home,1U,6960,CRIF,781,EXP,35-44,67.62820513,south,direct,0,42
25080,2019,,Joint,nopre,p1,l1,nopc,b/c,76500,,,,360,neg_amm,not_int,not_lpsm,,home,1U,3180,EQUI,633,EXP,25-34,,North,direct,1,
25081,2019,ncf,Sex Not Available,nopre,p4,l1,nopc,nob/c,406500,3.75,0.0028,0,360,not_neg,not_int,not_lpsm,408000,home,1U,,EXP,702,CIB,25-34,99.63235294,south,direct,0,
25082,2019,cf,Female,nopre,p1,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,not_lpsm,108000,home,1U,1980,EXP,882,CIB,55-64,107.8703704,North,direct,1,37
25083,2019,cf,Male,nopre,p1,l1,nopc,nob/c,136500,,,,180,not_neg,not_int,not_lpsm,278000,home,1U,18420,CIB,880,EXP,25-34,49.10071942,south,direct,1,10
25084,2019,cf,Sex Not Available,nopre,p2,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,lpsm,248000,home,1U,2940,EXP,686,CIB,>74,83.26612903,south,direct,1,37
25085,2019,cf,Joint,nopre,p3,l1,nopc,b/c,306500,,,,360,not_neg,not_int,lpsm,,home,1U,6840,EQUI,733,EXP,45-54,,North,direct,1,
25086,2019,cf,Sex Not Available,nopre,p2,l1,nopc,nob/c,166500,4.25,0.6468,2650,360,not_neg,not_int,not_lpsm,618000,home,1U,1740,EXP,652,EXP,55-64,26.94174757,south,direct,0,58
25087,2019,cf,Sex Not Available,,p4,l1,nopc,b/c,216500,3.75,1.0432,0,360,not_neg,int_only,not_lpsm,228000,home,1U,,CRIF,524,EXP,25-34,94.95614035,south,direct,0,
25088,2019,cf,Male,nopre,p1,l1,nopc,nob/c,306500,4.56,0.2789,0,360,neg_amm,not_int,not_lpsm,338000,home,1U,8280,CRIF,705,CIB,25-34,90.68047337,North,direct,0,49
25089,2019,ncf,Joint,nopre,p4,l1,nopc,nob/c,826500,4.25,-0.0492,485.55,360,not_neg,not_int,not_lpsm,1268000,home,1U,13140,CIB,844,EXP,45-54,65.18138801,North,direct,0,29
25090,2019,cf,Joint,pre,p1,l1,nopc,nob/c,136500,3.5,0.3056,2882.81,360,not_neg,not_int,not_lpsm,138000,home,1U,2220,CRIF,642,EXP,25-34,98.91304348,North,direct,0,47
25091,2019,cf,Sex Not Available,nopre,p4,l1,nopc,nob/c,346500,4.875,0.575,3334.84,360,not_neg,not_int,not_lpsm,538000,home,1U,18240,CIB,649,EXP,45-54,64.40520446,south,direct,0,45
25092,2019,cf,Male,nopre,p4,l1,nopc,nob/c,386500,3.625,-0.1928,0,180,not_neg,not_int,not_lpsm,558000,home,1U,8760,CRIF,557,CIB,35-44,69.26523297,North,direct,0,29
25093,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,706500,,,,180,not_neg,not_int,not_lpsm,1068000,home,1U,15840,CRIF,866,EXP,45-54,66.15168539,North,direct,1,35
25094,2019,ncf,Sex Not Available,pre,p3,l1,nopc,nob/c,276500,3.875,0.2794,8010,360,not_neg,not_int,not_lpsm,338000,home,1U,5880,CRIF,761,EXP,65-74,81.80473373,south,direct,0,49
25095,2019,cf,Sex Not Available,nopre,p2,l1,nopc,b/c,26500,4.75,1.3925,662.44,360,neg_amm,not_int,not_lpsm,78000,home,1U,1260,EXP,569,CIB,55-64,33.97435897,south,direct,0,24
25096,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,276500,2.75,-0.8623,8079.2,360,not_neg,not_int,not_lpsm,488000,home,1U,,CIB,523,EXP,55-64,56.65983607,North,direct,0,
25097,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,186500,4.99,0.6403,1150,360,neg_amm,not_int,not_lpsm,388000,home,1U,2100,EXP,740,EXP,55-64,48.06701031,North,direct,0,43
25098,2019,cf,Male,nopre,p4,l1,nopc,nob/c,366500,,,,360,not_neg,not_int,not_lpsm,858000,home,1U,0,EXP,638,CIB,45-54,42.71561772,North,direct,1,6
25099,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,666500,4.375,0.1084,1063.16,360,not_neg,not_int,not_lpsm,768000,home,1U,18000,EXP,506,EXP,55-64,86.78385417,North,direct,0,36
25100,2019,cf,Male,pre,p1,l1,nopc,nob/c,226500,4.75,0.0368,2280,360,not_neg,not_int,not_lpsm,288000,home,1U,4320,CRIF,803,CIB,35-44,78.64583333,central,direct,0,44
25101,2019,cf,Male,nopre,p4,l1,nopc,nob/c,106500,,,,240,not_neg,not_int,lpsm,,home,1U,1680,EQUI,880,EXP,45-54,,central,direct,1,
25102,2019,cf,Joint,nopre,p4,l1,nopc,b/c,426500,3.375,0.5422,0,360,not_neg,not_int,not_lpsm,438000,home,1U,,EXP,690,EXP,35-44,97.37442922,North,direct,0,
25103,2019,cf,Joint,pre,p4,l1,nopc,nob/c,216500,4.25,-0.0666,0,360,not_neg,not_int,not_lpsm,408000,home,1U,4560,CRIF,616,EXP,25-34,53.06372549,North,direct,0,33
25104,2019,cf,Male,nopre,p1,l1,nopc,nob/c,146500,3.625,0.5321,1109.31,360,not_neg,not_int,not_lpsm,148000,home,1U,2460,CIB,648,CIB,<25,98.98648649,North,direct,0,42
25105,2019,cf,Joint,nopre,p4,l1,nopc,nob/c,676500,3.625,-0.0633,0,360,not_neg,not_int,not_lpsm,1298000,home,1U,9060,EXP,660,EXP,55-64,52.11864407,North,direct,0,33
25106,2019,cf,Female,nopre,p3,l2,nopc,b/c,316500,,,,300,neg_amm,not_int,not_lpsm,298000,home,1U,8220,CRIF,782,EXP,35-44,106.2080537,North,direct,1,59
25107,2019,cf,Joint,nopre,p3,l1,nopc,nob/c,76500,4.75,1.3172,2650,180,not_neg,not_int,not_lpsm,208000,home,1U,7380,EXP,601,EXP,55-64,36.77884615,North,direct,0,9
25108,2019,cf,Male,nopre,p3,l1,nopc,nob/c,446500,4.875,1.1415,,180,not_neg,not_int,not_lpsm,638000,home,1U,7440,EXP,809,CIB,55-64,69.98432602,south,direct,0,48
25109,2019,cf,Joint,pre,p2,l1,nopc,nob/c,256500,4.875,1.0371,0,180,not_neg,not_int,not_lpsm,548000,home,1U,10800,CIB,855,EXP,25-34,46.80656934,south,direct,0,38
25110,2019,cf,Male,nopre,p3,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,home,1U,7560,EQUI,768,EXP,45-54,,North,direct,1,
